,ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
476,138.246.2.cha,2017-06-26,00:00:02,0.0,1368070.0,0001354488-06-000518,.txt,200.0,6682.0,0.0,0.0,0.0,10.0,0.0,
477,138.246.2.cha,2017-06-26,00:00:02,0.0,1368070.0,0001354488-06-000513,.txt,200.0,6589.0,0.0,0.0,0.0,10.0,0.0,
478,138.246.2.cha,2017-06-26,00:00:02,0.0,38067.0,0000950152-06-009525,.txt,200.0,17899.0,0.0,0.0,0.0,10.0,0.0,
479,138.246.2.cha,2017-06-26,00:00:02,0.0,1368295.0,0001144204-06-036919,.txt,200.0,6268.0,0.0,0.0,0.0,10.0,0.0,
480,141.160.13.ihd,2017-06-26,00:00:02,0.0,912763.0,0001623632-17-000156,.txt,200.0,197626.0,0.0,0.0,0.0,10.0,0.0,
481,141.160.13.ihd,2017-06-26,00:00:02,0.0,912763.0,0001623632-17-000152,.txt,0.0,276510.0,0.0,0.0,0.0,10.0,0.0,
482,158.132.91.haf,2017-06-26,00:00:02,0.0,1514349.0,0001493152-15-001460,.txt,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
483,158.132.91.haf,2017-06-26,00:00:02,0.0,1513761.0,0001209191-15-034390,.txt,200.0,4051.0,0.0,0.0,0.0,10.0,0.0,
484,158.132.91.haf,2017-06-26,00:00:02,0.0,1514349.0,0001493152-15-001460,.txt,200.0,2256.0,0.0,0.0,0.0,10.0,0.0,
485,163.231.6.edc,2017-06-26,00:00:02,0.0,79958.0,0001193125-10-130580,d10k.htm,0.0,83916.0,0.0,0.0,0.0,10.0,0.0,
486,163.231.6.edc,2017-06-26,00:00:02,0.0,79958.0,0001193125-10-130580,d10k.htm,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
487,163.231.6.edc,2017-06-26,00:00:02,0.0,79958.0,0001193125-10-130580,d10k.htm,301.0,267.0,0.0,0.0,1.0,10.0,0.0,
488,164.132.161.cje,2017-06-26,00:00:02,0.0,1606363.0,0001558370-16-004485,gnbc-20151231ex321026dfc.htm,200.0,2383.0,0.0,0.0,0.0,10.0,0.0,
489,167.114.34.jea,2017-06-26,00:00:02,0.0,831001.0,0001193125-11-061857,ddef14a.htm,200.0,220796.0,0.0,0.0,0.0,7.0,0.0,
490,167.160.109.ajc,2017-06-26,00:00:02,0.0,842699.0,0000912057-01-001131,.txt,200.0,9113.0,0.0,0.0,0.0,10.0,0.0,
491,167.160.109.ajc,2017-06-26,00:00:02,0.0,1092762.0,0001084178-01-500011,.txt,200.0,5601.0,0.0,0.0,0.0,10.0,0.0,
492,172.113.252.hdj,2017-06-26,00:00:02,0.0,1642836.0,0001642836-15-000001,primary_doc.xml,200.0,5687.0,0.0,0.0,0.0,10.0,0.0,
493,172.113.252.hdj,2017-06-26,00:00:02,0.0,1621929.0,0001621929-14-000002,primary_doc.xml,200.0,8174.0,0.0,0.0,0.0,10.0,0.0,
494,180.76.15.eij,2017-06-26,00:00:02,0.0,804328.0,0001234452-14-000168,xslF345X01/edgardoc.xml,301.0,671.0,0.0,0.0,0.0,10.0,0.0,
495,180.76.15.hjh,2017-06-26,00:00:02,0.0,759667.0,0001167368-14-000016,-index.htm,301.0,652.0,1.0,0.0,0.0,10.0,0.0,
496,183.212.144.jde,2017-06-26,00:00:02,0.0,311817.0,0001575872-17-000037,hmg-20161231_def.xml,200.0,17694.0,0.0,0.0,0.0,10.0,0.0,
497,192.41.128.bbi,2017-06-26,00:00:02,0.0,928835.0,0001290929-08-000068,.txt,200.0,16327.0,0.0,0.0,0.0,10.0,0.0,
498,192.41.128.bbi,2017-06-26,00:00:02,0.0,866273.0,0001193125-08-171286,.txt,200.0,323495.0,0.0,0.0,0.0,10.0,0.0,
499,198.199.84.bfb,2017-06-26,00:00:02,0.0,1089744.0,0001209191-17-041786,doc4.xml,301.0,649.0,0.0,0.0,0.0,10.0,0.0,
500,198.199.84.bfb,2017-06-26,00:00:02,0.0,1089744.0,0001209191-17-041786,doc4.xml,200.0,6805.0,0.0,0.0,0.0,10.0,0.0,
501,198.199.84.bfb,2017-06-26,00:00:02,0.0,1535261.0,0001209191-17-041786,-index.htm,200.0,10176.0,1.0,0.0,0.0,10.0,0.0,
502,207.241.231.iah,2017-06-26,00:00:02,0.0,1027443.0,0001188112-05-000960,.txt,200.0,141603.0,0.0,0.0,0.0,10.0,0.0,
503,207.46.13.geh,2017-06-26,00:00:02,0.0,1585689.0,0001585689-17-000102,-index.htm,200.0,2848.0,1.0,0.0,0.0,10.0,0.0,
504,207.46.13.geh,2017-06-26,00:00:02,0.0,764811.0,0000764811-16-000089,-index.htm,200.0,3327.0,1.0,0.0,0.0,10.0,0.0,
505,213.105.134.fjf,2017-06-26,00:00:02,0.0,1394866.0,0001398344-12-000269,fp0004113_13fhr.txt,200.0,32500.0,0.0,0.0,0.0,10.0,0.0,
506,216.206.127.jbj,2017-06-26,00:00:02,0.0,1690110.0,0001056404-17-002609,-index.htm,200.0,7018.0,1.0,0.0,0.0,10.0,0.0,
507,216.206.127.jbj,2017-06-26,00:00:02,0.0,1690110.0,0001056404-17-002609,.txt,200.0,310460.0,0.0,0.0,0.0,10.0,0.0,
508,216.206.127.jbj,2017-06-26,00:00:02,0.0,1690110.0,0001056404-17-002609,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
509,216.244.66.ddh,2017-06-26,00:00:02,0.0,1576789.0,0001193125-13-387285,d541565df1.htm,200.0,2295098.0,0.0,0.0,0.0,10.0,0.0,
510,216.244.66.ddh,2017-06-26,00:00:02,0.0,1504464.0,0001062993-10-003473,exhibit10-1.htm,301.0,666.0,0.0,0.0,0.0,10.0,0.0,
511,216.244.66.ddh,2017-06-26,00:00:02,0.0,1473827.0,0001473827-13-000001,xslFormDX01/primary_doc.xml,200.0,39521.0,0.0,0.0,0.0,10.0,0.0,
512,216.244.66.ddh,2017-06-26,00:00:02,0.0,906107.0,0001127602-17-004612,xslF345X03/form4.xml,200.0,16186.0,0.0,0.0,0.0,10.0,0.0,
513,23.101.153.efc,2017-06-26,00:00:02,0.0,928340.0,0001144204-13-060942,v360320_ex99-1.htm,200.0,11934.0,0.0,0.0,0.0,10.0,0.0,
514,31.221.13.jad,2017-06-26,00:00:02,0.0,924901.0,0001179110-17-005846,.txt,200.0,3167.0,0.0,0.0,0.0,10.0,0.0,
515,35.161.75.beg,2017-06-26,00:00:02,0.0,1503802.0,0001193125-17-211749,d403215dex991.htm,200.0,31645.0,0.0,0.0,0.0,10.0,0.0,
516,35.161.75.beg,2017-06-26,00:00:02,0.0,1503802.0,0001193125-17-211749,d403215d8k.htm,200.0,16558.0,0.0,0.0,0.0,10.0,0.0,
517,35.161.75.beg,2017-06-26,00:00:02,0.0,1383094.0,0001193125-17-211874,-index.htm,200.0,11166.0,1.0,0.0,0.0,10.0,0.0,
518,35.161.75.beg,2017-06-26,00:00:02,0.0,1503802.0,0001193125-17-211749,-index.htm,200.0,7429.0,1.0,0.0,0.0,10.0,0.0,
519,35.167.212.fha,2017-06-26,00:00:02,0.0,1042810.0,0001140361-07-000381,-index.htm,200.0,2796.0,1.0,0.0,0.0,10.0,0.0,
520,35.167.212.fha,2017-06-26,00:00:02,0.0,1042810.0,0001042810-07-000006,-index.htm,200.0,2956.0,1.0,0.0,0.0,10.0,0.0,
521,35.167.212.fha,2017-06-26,00:00:02,0.0,1042810.0,0001140361-07-000383,-index.htm,200.0,2811.0,1.0,0.0,0.0,10.0,0.0,
522,38.140.198.dgd,2017-06-26,00:00:02,0.0,1524190.0,0001104659-17-041217,-index.htm,200.0,7310.0,1.0,0.0,0.0,10.0,0.0,
523,38.140.198.dgd,2017-06-26,00:00:02,0.0,1524190.0,0001104659-17-041217,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
524,38.140.198.dgd,2017-06-26,00:00:02,0.0,1524190.0,0001104659-17-041217,a17-15665_16k.htm,200.0,13831.0,0.0,0.0,0.0,10.0,0.0,
525,38.140.198.dgd,2017-06-26,00:00:02,0.0,1524190.0,0001104659-17-041217,a17-15665_1ex99d1.htm,301.0,677.0,0.0,0.0,0.0,10.0,0.0,
526,38.140.198.dgd,2017-06-26,00:00:02,0.0,1524190.0,0001104659-17-041217,a17-15665_1ex99d1.htm,200.0,316436.0,0.0,0.0,0.0,10.0,0.0,
527,38.140.198.dgd,2017-06-26,00:00:02,0.0,1524190.0,0001104659-17-041217,a17-15665_16k.htm,301.0,671.0,0.0,0.0,0.0,10.0,0.0,
528,49.44.51.bfb,2017-06-26,00:00:02,0.0,1009302.0,0001188112-04-000787,.txt,200.0,16952.0,0.0,0.0,0.0,10.0,0.0,
529,50.116.50.fdf,2017-06-26,00:00:02,0.0,1488039.0,0001615774-17-002895,s106423_8k.htm,200.0,17240.0,0.0,0.0,0.0,10.0,0.0,
530,50.116.50.fdf,2017-06-26,00:00:02,0.0,1488039.0,0001615774-17-002895,-index.htm,200.0,6711.0,1.0,0.0,0.0,10.0,0.0,
531,51.255.65.fie,2017-06-26,00:00:02,0.0,890491.0,0000950138-11-000625,-index.html,200.0,2779.0,1.0,0.0,0.0,10.0,0.0,
532,52.73.13.efh,2017-06-26,00:00:02,0.0,1507385.0,0001507385-17-000019,ver-20161231.xml,200.0,64160621.0,0.0,0.0,0.0,10.0,0.0,
533,54.158.86.dci,2017-06-26,00:00:02,0.0,1344980.0,0001179110-17-002863,-index.htm,200.0,7542.0,1.0,0.0,0.0,10.0,0.0,
534,54.161.162.fec,2017-06-26,00:00:02,0.0,1328730.0,9999999997-07-018269,.txt,200.0,1555.0,0.0,0.0,0.0,10.0,0.0,
535,54.161.162.fec,2017-06-26,00:00:02,0.0,1328730.0,9999999997-07-018269,.hdr.sgml,200.0,1005.0,0.0,0.0,0.0,10.0,0.0,
536,54.166.26.aca,2017-06-26,00:00:02,0.0,1236005.0,0001181431-13-053292,.txt,200.0,2630.0,0.0,0.0,0.0,10.0,0.0,
537,54.166.26.aca,2017-06-26,00:00:02,0.0,1236005.0,0001181431-13-053292,.hdr.sgml,200.0,1084.0,0.0,0.0,0.0,10.0,0.0,
538,54.173.101.aha,2017-06-26,00:00:02,0.0,932782.0,9999999997-16-026706,.txt,200.0,2066.0,0.0,0.0,0.0,10.0,0.0,
539,54.205.178.jhi,2017-06-26,00:00:02,0.0,1161014.0,0001181431-13-053252,.txt,200.0,2786.0,0.0,0.0,0.0,10.0,0.0,
540,54.205.178.jhi,2017-06-26,00:00:02,0.0,1161014.0,0001181431-13-053252,.hdr.sgml,200.0,1000.0,0.0,0.0,0.0,10.0,0.0,
541,54.212.94.jcd,2017-06-26,00:00:02,0.0,877860.0,0000877860-17-000028,exhibit321.htm,301.0,271.0,0.0,0.0,1.0,10.0,0.0,
542,54.212.94.jcd,2017-06-26,00:00:02,0.0,877860.0,0000877860-17-000028,exhibit3122016.htm,301.0,275.0,0.0,0.0,1.0,10.0,0.0,
543,54.212.94.jcd,2017-06-26,00:00:02,0.0,877860.0,0000877860-17-000028,exhibit321.htm,200.0,8932.0,0.0,0.0,0.0,10.0,0.0,
544,54.212.94.jcd,2017-06-26,00:00:02,0.0,877860.0,0000877860-17-000028,exhibit321.htm,301.0,657.0,0.0,0.0,0.0,10.0,0.0,
545,54.212.94.jcd,2017-06-26,00:00:02,0.0,877860.0,0000877860-17-000028,exhibit3122016.htm,200.0,21140.0,0.0,0.0,0.0,10.0,0.0,
546,54.212.94.jcd,2017-06-26,00:00:02,0.0,877860.0,0000877860-17-000028,exhibit3122016.htm,301.0,665.0,0.0,0.0,0.0,10.0,0.0,
547,54.75.252.bfc,2017-06-26,00:00:02,0.0,1114446.0,0001114446-17-004073,-index.html,200.0,2812.0,1.0,0.0,0.0,10.0,0.0,
548,54.75.252.bfc,2017-06-26,00:00:02,0.0,1114446.0,0001114446-17-004072,-index.html,200.0,2784.0,1.0,0.0,0.0,10.0,0.0,
549,54.80.234.jhf,2017-06-26,00:00:02,0.0,1067490.0,0001193125-12-367602,.hdr.sgml,200.0,1146.0,0.0,0.0,0.0,10.0,0.0,
550,54.82.158.iee,2017-06-26,00:00:02,0.0,1502130.0,0001181431-13-053253,.txt,200.0,2988.0,0.0,0.0,0.0,10.0,0.0,
551,54.82.158.iee,2017-06-26,00:00:02,0.0,1502130.0,0001181431-13-053253,.hdr.sgml,200.0,1030.0,0.0,0.0,0.0,10.0,0.0,
552,54.91.240.cca,2017-06-26,00:00:02,0.0,1196869.0,0000950123-10-018921,.hdr.sgml,200.0,1023.0,0.0,0.0,0.0,10.0,0.0,
553,63.140.112.fdh,2017-06-26,00:00:02,0.0,38074.0,0001193125-14-254458,.txt,200.0,83398.0,0.0,0.0,0.0,10.0,0.0,
554,63.140.112.fdh,2017-06-26,00:00:02,0.0,72331.0,0000950152-01-000442,.txt,200.0,86225.0,0.0,0.0,0.0,10.0,0.0,
555,63.140.112.fdh,2017-06-26,00:00:02,0.0,72331.0,0000950152-02-000469,.txt,200.0,53380.0,0.0,0.0,0.0,10.0,0.0,
556,64.119.215.gif,2017-06-26,00:00:02,0.0,1253986.0,0001047469-17-001214,a2231130z10-k.htm,200.0,265494.0,0.0,0.0,0.0,9.0,0.0,
557,64.124.25.jig,2017-06-26,00:00:02,0.0,1297223.0,0001183740-17-000100,-index.htm,200.0,7717.0,1.0,0.0,0.0,10.0,0.0,
558,64.124.25.jig,2017-06-26,00:00:02,0.0,1297223.0,0001183740-17-000100,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
559,64.124.25.jig,2017-06-26,00:00:02,0.0,1297223.0,0001183740-17-000100,-index.htm,200.0,7717.0,1.0,0.0,0.0,10.0,0.0,
560,64.124.25.jig,2017-06-26,00:00:02,0.0,1297223.0,0001183740-17-000100,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
561,65.95.229.jag,2017-06-26,00:00:02,0.0,1143068.0,0001143068-17-000011,-index.htm,200.0,3722.0,1.0,0.0,0.0,10.0,0.0,
562,66.249.66.bdh,2017-06-26,00:00:02,0.0,1627693.0,0001193125-14-448585,d829490dex3118.htm,200.0,6720.0,0.0,0.0,0.0,10.0,0.0,
563,66.249.66.jjh,2017-06-26,00:00:02,0.0,1627765.0,0001193125-14-448585,d829490dex394.htm,200.0,6565.0,0.0,0.0,0.0,10.0,0.0,
564,66.249.66.jjh,2017-06-26,00:00:02,0.0,46080.0,0000046080-16-000144,.txt,304.0,249.0,0.0,0.0,0.0,10.0,0.0,
565,66.249.75.jij,2017-06-26,00:00:02,0.0,1467154.0,0000950123-16-013238,filename1.htm,304.0,248.0,0.0,0.0,0.0,10.0,0.0,
566,70.32.112.aab,2017-06-26,00:00:02,0.0,1680696.0,0000899243-17-009875,-index.htm,200.0,2830.0,1.0,0.0,0.0,10.0,0.0,
567,70.32.112.aab,2017-06-26,00:00:02,0.0,1626233.0,0000899243-17-009874,-index.htm,200.0,2858.0,1.0,0.0,0.0,10.0,0.0,
568,70.32.112.aab,2017-06-26,00:00:02,0.0,1680696.0,0000899243-17-009875,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
569,70.32.112.aab,2017-06-26,00:00:02,0.0,1626233.0,0000899243-17-009874,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
570,70.32.112.aab,2017-06-26,00:00:02,0.0,1626219.0,0000899243-17-009873,-index.htm,200.0,2861.0,1.0,0.0,0.0,10.0,0.0,
571,70.32.112.aab,2017-06-26,00:00:02,0.0,1626219.0,0000899243-17-009873,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
572,70.32.112.aab,2017-06-26,00:00:02,0.0,903063.0,0000824142-17-000029,-index.htm,200.0,2788.0,1.0,0.0,0.0,10.0,0.0,
573,70.32.112.aab,2017-06-26,00:00:02,0.0,903063.0,0000824142-17-000029,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
574,70.32.112.aab,2017-06-26,00:00:02,0.0,1661733.0,0000899243-17-009876,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
575,71.172.159.ejd,2017-06-26,00:00:02,0.0,1527702.0,0001078782-17-000869,prsnx-20170331.xml,301.0,671.0,0.0,0.0,0.0,10.0,0.0,
576,71.172.159.ejd,2017-06-26,00:00:02,0.0,1527702.0,0001078782-17-000869,-xbrl.zip,200.0,74275.0,0.0,0.0,0.0,10.0,0.0,
577,72.198.204.bgd,2017-06-26,00:00:02,0.0,1494319.0,0001494319-17-000004,.txt,200.0,19864.0,0.0,0.0,0.0,10.0,0.0,
578,72.198.204.bgd,2017-06-26,00:00:02,0.0,1646270.0,0001193125-17-042177,.hdr.sgml,200.0,1506.0,0.0,0.0,0.0,10.0,0.0,
579,72.198.204.bgd,2017-06-26,00:00:02,0.0,1646270.0,0001193125-17-042177,.txt,200.0,24551.0,0.0,0.0,0.0,10.0,0.0,
580,73.222.244.jad,2017-06-26,00:00:02,0.0,15486.0,0000015486-00-000002,.txt,200.0,132528.0,0.0,0.0,0.0,10.0,0.0,
581,85.118.133.fcf,2017-06-26,00:00:02,0.0,1535261.0,0001209191-17-041786,-index.htm,200.0,10176.0,1.0,0.0,0.0,10.0,0.0,
582,85.118.133.fcf,2017-06-26,00:00:02,0.0,1089744.0,0001209191-17-041786,doc4.xml,200.0,6805.0,0.0,0.0,0.0,10.0,0.0,
583,85.118.133.fcf,2017-06-26,00:00:02,0.0,1089744.0,0001209191-17-041786,doc4.xml,301.0,649.0,0.0,0.0,0.0,10.0,0.0,
584,86.153.150.jad,2017-06-26,00:00:02,0.0,1444363.0,0001209191-11-046617,xslF345X03/c22170_4x0.xml,200.0,4104.0,0.0,0.0,0.0,10.0,0.0,
585,86.153.150.jad,2017-06-26,00:00:02,0.0,723125.0,0000723125-11-000168,edgar.xml,200.0,1530.0,0.0,0.0,0.0,10.0,0.0,
586,86.153.150.jad,2017-06-26,00:00:02,0.0,110621.0,0000950123-11-053559,l42747afwp.htm,200.0,2427.0,0.0,0.0,0.0,10.0,0.0,
587,86.153.150.jad,2017-06-26,00:00:02,0.0,766704.0,0001209191-12-006049,doc4.xml,200.0,2184.0,0.0,0.0,0.0,10.0,0.0,
588,86.153.150.jad,2017-06-26,00:00:02,0.0,909494.0,0001104659-11-002198,-index.htm,200.0,2618.0,1.0,0.0,0.0,10.0,0.0,
589,86.153.150.jad,2017-06-26,00:00:02,0.0,110621.0,0000950123-11-053559,-index.htm,200.0,2723.0,1.0,0.0,0.0,10.0,0.0,
590,86.153.150.jad,2017-06-26,00:00:02,0.0,1444363.0,0001209191-11-046617,-index.htm,200.0,2841.0,1.0,0.0,0.0,10.0,0.0,
591,86.153.150.jad,2017-06-26,00:00:02,0.0,110621.0,0000950123-11-053312,l42747e424b5.htm,200.0,76671.0,0.0,0.0,0.0,10.0,0.0,
592,86.153.150.jad,2017-06-26,00:00:02,0.0,909494.0,0001104659-11-002198,filename1.htm,200.0,4274.0,0.0,0.0,0.0,10.0,0.0,
593,86.153.150.jad,2017-06-26,00:00:02,0.0,898437.0,0001140361-11-003542,doc1.xml,200.0,1650.0,0.0,0.0,0.0,10.0,0.0,
594,94.156.218.jad,2017-06-26,00:00:02,0.0,1601607.0,0001144204-17-033826,-index.htm,200.0,7765.0,1.0,0.0,0.0,10.0,0.0,
595,94.156.218.jad,2017-06-26,00:00:02,0.0,1707710.0,0001707710-17-000001,-index.htm,200.0,6921.0,1.0,0.0,0.0,10.0,0.0,
596,94.156.218.jad,2017-06-26,00:00:02,0.0,1544227.0,0001179110-17-009557,.txt,200.0,5817.0,0.0,0.0,0.0,10.0,0.0,
597,101.81.133.jja,2017-06-26,00:00:03,0.0,1348362.0,0001103780-17-000001,-index.htm,200.0,7540.0,1.0,0.0,0.0,9.0,0.0,
598,101.81.133.jja,2017-06-26,00:00:03,0.0,106640.0,0000106640-17-000050,-index.htm,200.0,8013.0,1.0,0.0,0.0,9.0,0.0,
599,104.247.35.caa,2017-06-26,00:00:03,0.0,1113169.0,0001113169-16-000033,.txt,200.0,8381405.0,0.0,0.0,0.0,10.0,0.0,
600,104.247.35.caa,2017-06-26,00:00:03,0.0,1113148.0,0000000000-16-066987,.txt,200.0,160558.0,0.0,0.0,0.0,10.0,0.0,
601,107.178.195.bdh,2017-06-26,00:00:03,0.0,1068124.0,0000350001-15-001371,-xbrl.zip,404.0,784.0,0.0,0.0,0.0,10.0,1.0,
602,107.178.195.cga,2017-06-26,00:00:03,0.0,1068124.0,0000350001-15-000958,-xbrl.zip,404.0,784.0,0.0,0.0,0.0,10.0,1.0,
603,107.178.195.eff,2017-06-26,00:00:03,0.0,1068124.0,0000350001-15-001371,-xbrl.zip,301.0,680.0,0.0,0.0,0.0,10.0,0.0,
604,107.178.195.ijh,2017-06-26,00:00:03,0.0,1068124.0,0000350001-15-000958,-xbrl.zip,301.0,680.0,0.0,0.0,0.0,10.0,0.0,
605,107.22.225.dea,2017-06-26,00:00:03,0.0,1629137.0,0001171843-17-003800,-index.htm,200.0,7027.0,1.0,0.0,0.0,10.0,0.0,
606,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-002550,-index.htm,200.0,2790.0,1.0,0.0,0.0,10.0,0.0,
607,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-002509,-index.htm,200.0,2785.0,1.0,0.0,0.0,10.0,0.0,
608,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0000950123-11-066125,-index.htm,200.0,2836.0,1.0,0.0,0.0,10.0,0.0,
609,107.23.85.jfd,2017-06-26,00:00:03,0.0,1133128.0,0001071787-02-001207,-index.htm,200.0,2806.0,1.0,0.0,0.0,10.0,0.0,
610,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-12-504186,-index.htm,200.0,2872.0,1.0,0.0,0.0,10.0,0.0,
611,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-002549,-index.htm,200.0,2789.0,1.0,0.0,0.0,10.0,0.0,
612,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0000950123-11-077509,-index.htm,200.0,2837.0,1.0,0.0,0.0,10.0,0.0,
613,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0000950123-11-085272,-index.htm,200.0,2836.0,1.0,0.0,0.0,10.0,0.0,
614,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-12-504243,-index.htm,200.0,3043.0,1.0,0.0,0.0,10.0,0.0,
615,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-002678,-index.htm,200.0,2787.0,1.0,0.0,0.0,10.0,0.0,
616,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-12-504271,-index.htm,200.0,2819.0,1.0,0.0,0.0,10.0,0.0,
617,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0001193125-11-271429,-index.htm,200.0,2868.0,1.0,0.0,0.0,10.0,0.0,
618,107.23.85.jfd,2017-06-26,00:00:03,0.0,1265038.0,0000950117-03-004271,-index.htm,200.0,2740.0,1.0,0.0,0.0,10.0,0.0,
619,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-002930,-index.htm,200.0,2795.0,1.0,0.0,0.0,10.0,0.0,
620,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-12-505873,-index.htm,200.0,2820.0,1.0,0.0,0.0,10.0,0.0,
621,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0001193125-11-315571,-index.htm,200.0,2867.0,1.0,0.0,0.0,10.0,0.0,
622,107.23.85.jfd,2017-06-26,00:00:03,0.0,1265038.0,0001071787-04-000314,-index.htm,200.0,2762.0,1.0,0.0,0.0,10.0,0.0,
623,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-003675,-index.htm,200.0,2793.0,1.0,0.0,0.0,10.0,0.0,
624,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-12-506210,-index.htm,200.0,2866.0,1.0,0.0,0.0,10.0,0.0,
625,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0001193125-11-345651,-index.htm,200.0,2870.0,1.0,0.0,0.0,10.0,0.0,
626,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-003708,-index.htm,200.0,2797.0,1.0,0.0,0.0,10.0,0.0,
627,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-13-012579,-index.htm,200.0,3042.0,1.0,0.0,0.0,10.0,0.0,
628,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0001193125-12-014927,-index.htm,200.0,2835.0,1.0,0.0,0.0,10.0,0.0,
629,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-003724,-index.htm,200.0,2786.0,1.0,0.0,0.0,10.0,0.0,
630,107.23.85.jfd,2017-06-26,00:00:03,0.0,1081915.0,0000950117-06-003727,-index.htm,200.0,2792.0,1.0,0.0,0.0,10.0,0.0,
631,107.23.85.jfd,2017-06-26,00:00:03,0.0,1171040.0,0001193125-12-040469,-index.htm,200.0,2885.0,1.0,0.0,0.0,10.0,0.0,
632,107.23.85.jfd,2017-06-26,00:00:03,0.0,1347932.0,0000950117-05-004881,-index.htm,200.0,2781.0,1.0,0.0,0.0,10.0,0.0,
633,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-13-053653,-index.htm,200.0,2869.0,1.0,0.0,0.0,10.0,0.0,
634,107.23.85.jfd,2017-06-26,00:00:03,0.0,890493.0,0001193125-13-033942,-index.htm,200.0,2963.0,1.0,0.0,0.0,10.0,0.0,
635,115.111.60.idd,2017-06-26,00:00:03,0.0,1420569.0,0001437749-17-006648,-index.htm,301.0,289.0,1.0,0.0,1.0,10.0,0.0,
636,116.226.190.eag,2017-06-26,00:00:03,0.0,933136.0,0001047469-04-016667,-index.htm,200.0,8149.0,1.0,0.0,0.0,10.0,0.0,
637,116.226.190.eag,2017-06-26,00:00:03,0.0,1066194.0,0001012870-01-502815,-index.htm,200.0,6376.0,1.0,0.0,0.0,10.0,0.0,
638,116.226.190.eag,2017-06-26,00:00:03,0.0,26058.0,0001193125-14-384900,-index.htm,200.0,10912.0,1.0,0.0,0.0,10.0,0.0,
639,116.226.190.eag,2017-06-26,00:00:03,0.0,1005817.0,0001019056-09-001091,-index.htm,200.0,8096.0,1.0,0.0,0.0,10.0,0.0,
640,116.226.190.eag,2017-06-26,00:00:03,0.0,1065860.0,0001104659-10-043502,-index.htm,200.0,7863.0,1.0,0.0,0.0,10.0,0.0,
641,116.226.190.eag,2017-06-26,00:00:03,0.0,1354327.0,0001193125-16-671337,-index.htm,200.0,11125.0,1.0,0.0,0.0,10.0,0.0,
642,116.226.190.eag,2017-06-26,00:00:03,0.0,320340.0,0001437749-15-020747,-index.htm,200.0,10486.0,1.0,0.0,0.0,10.0,0.0,
643,116.226.190.eag,2017-06-26,00:00:03,0.0,320340.0,0000950144-99-013207,-index.html,200.0,6670.0,1.0,0.0,0.0,10.0,0.0,
644,116.226.190.eag,2017-06-26,00:00:03,0.0,1436549.0,0001354488-15-001079,-index.htm,200.0,11525.0,1.0,0.0,0.0,10.0,0.0,
645,117.91.1.hee,2017-06-26,00:00:03,0.0,1409970.0,0001409970-17-000695,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
646,117.91.1.hee,2017-06-26,00:00:03,0.0,1409970.0,0001409970-17-000697,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
647,117.91.1.hee,2017-06-26,00:00:03,0.0,1409970.0,0001209191-17-038491,-index.htm,200.0,7662.0,1.0,0.0,0.0,10.0,0.0,
